08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:45:59.876  6023  6023 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6023 2000 2000] failed
08-30 16:45:59.876  6023  6023 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6023 2000 2000] failed
08-30 16:45:59.876  6023  6023 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.001   408   424 W C01c42/TimeService: uid:1096 id:1512089316 wk:0
08-30 16:46:00.001   408   424 W C01c42/TimeService: id:1512089316 we:104461145
08-30 16:46:00.001   408   424 W C01c42/TimeService: t3 104461145
08-30 16:46:00.002   408   424 I C01c42/TimeService: TK
08-30 16:46:00.002   408   424 W C01c42/TimeService: id:2126245527 we:104516145
08-30 16:46:00.002   408   424 I C01c42/TimeService: tick id:2126245527 time:1788079620
08-30 16:46:00.002   812  5867 I C01202/Unordered: Pid 408 publish usual.event.TIME_TICK to -1 end(5,5,0,0)
08-30 16:46:00.003  1418  1418 I C03942/AceTextClock: [(100000:100000:scope)] newTime:46
08-30 16:46:00.005   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:46:00.005   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:46:00.006   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:, userId:100, visitedId:100, uri:******reproxy://
08-30 16:46:00.006   707  1424 E C01651/DataProviderConfig: GetProviderInfo: The URI in the extension, is not allowed for silent access.! ret: 1048, bundleName: com.ohos.medialibrary.medialibrarydata,uri: ******reproxy://
08-30 16:46:00.006  1418  1418 I C03942/AceTextClock: [(100000:100000:scope)] newTime:04
08-30 16:46:00.006   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: Create helper invalid uri, token:0x20017589, uri:******reproxy://
08-30 16:46:00.007  1418  1418 I A01a01/NC: StatusBarSysEventUtil: onTimeChangeEvent
08-30 16:46:00.007  1418  1418 W A01c06/ICON: AppIconCalendarCache --> receive date change event, nowData: 30, dateText: ,image is transparent: false, image is empty: true
08-30 16:46:00.007  1418  1418 W A01c06/ICON: AppIconCalendarCache --> com.huawei.hmos.calendar is not dynamic icon, bundleName is com.huawei.hmos.calendar
08-30 16:46:00.007  1418  1418 E A01c06/ICON: AppIconCalendarCache --> backgroundImage resource error
08-30 16:46:00.007  1418  1418 E A01c06/ICON: AppIconCalendarCache --> calendarForegroundBuilder is null
08-30 16:46:00.009   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:46:00.009   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:46:00.029   803   896 I C01406/skia: RSSurfaceRenderNodeDrawable::OnDraw name:com.ohos.sceneboardEngineServiceAbility, the number of total processedNodes: 9
08-30 16:46:00.062   803   896 E C02515/DGLES: [d_eglSwapBuffers_special@egl_gpu.cpp:729] thread output size 92670 speed 1k/s API_num 303
08-30 16:46:00.063   569  1978 W C02515/DISP: [SetLayerMaskInfo:495] <private> is not supported
08-30 16:46:00.063   569   590 I C02515/DISP: [CommitComposeLayer:67] CommitComposeLayer! 10
08-30 16:46:00.502  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:46:00.506   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:46:00.506   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:46:00.506   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:46:00.506   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:46:00.506   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:46:00.506   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:46:00.506   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:46:00.506   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:46:00.507  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:46:00.508  6031  6031 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6031 2000 2000] failed
08-30 16:46:00.508  6031  6031 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6031 2000 2000] failed
08-30 16:46:00.508  6031  6031 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.511  6031  6031 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6031 2000 2000] failed
08-30 16:46:00.511  6031  6031 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6031 2000 2000] failed
08-30 16:46:00.511  6031  6031 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.547   131 28013 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/ithermal/lpm/lpm_freq failed.
08-30 16:46:00.547   131 28013 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/power_supply/Battery/status failed.
08-30 16:46:00.569  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:46:00.569  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:46:00.809   301  5759 W C01f04/MultiSimontroller: [GetSimAccountInfo-(multi_sim_controller.cpp:1141)] slotId 0 is invalid
08-30 16:46:00.809   301  5759 E C01f04/TelephonySubsystem: GetSimAccountInfo fail!
08-30 16:46:00.811   301  5759 I C01f04/TelephonySubsystem: default slotId is 0 for single card version
08-30 16:46:00.874  6037  6037 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6037 2000 2000] failed
08-30 16:46:00.874  6037  6037 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6037 2000 2000] failed
08-30 16:46:00.874  6037  6037 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.878  6041  6041 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6041 2000 2000] failed
08-30 16:46:00.878  6040  6040 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6040 2000 2000] failed
08-30 16:46:00.878  6039  6039 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6039 2000 2000] failed
08-30 16:46:00.878  6040  6040 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6040 2000 2000] failed
08-30 16:46:00.878  6040  6040 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.878  6039  6039 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6039 2000 2000] failed
08-30 16:46:00.878  6041  6041 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6041 2000 2000] failed
08-30 16:46:00.878  6039  6039 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.878  6041  6041 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.883  6043  6043 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6043 2000 2000] failed
08-30 16:46:00.883  6043  6043 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6043 2000 2000] failed
08-30 16:46:00.883  6043  6043 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:00.884  6042  6042 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6042 2000 2000] failed
08-30 16:46:00.884  6042  6042 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6042 2000 2000] failed
08-30 16:46:00.884  6042  6042 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.072  6045  6045 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6045 2000 2000] failed
08-30 16:46:01.072  6045  6045 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6045 2000 2000] failed
08-30 16:46:01.072  6045  6045 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.076  6047  6047 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6047 2000 2000] failed
08-30 16:46:01.076  6047  6047 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6047 2000 2000] failed
08-30 16:46:01.076  6047  6047 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.080  6048  6048 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6048 2000 2000] failed
08-30 16:46:01.080  6048  6048 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6048 2000 2000] failed
08-30 16:46:01.080  6048  6048 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.270  2328  2328 I C02500/Qemud: Guest heartbeat success.
08-30 16:46:01.397  6051  6051 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6051 2000 2000] failed
08-30 16:46:01.397  6051  6051 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6051 2000 2000] failed
08-30 16:46:01.397  6051  6051 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.400  6051  6051 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6051 2000 2000] failed
08-30 16:46:01.400  6051  6051 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6051 2000 2000] failed
08-30 16:46:01.400  6051  6051 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:01.508  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:46:01.511   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:46:01.511   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:46:01.512   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:46:01.512   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:46:01.512   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:46:01.513   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:46:01.513   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:46:01.513   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:46:01.513  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:46:01.569  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:46:01.569  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:46:01.593   126  1401 I C01800/SAMGR: NF SA:65962,844_39332
08-30 16:46:01.796   126  1401 I C01800/SAMGR: NF SA:65962,844_39333
08-30 16:46:01.997   126  1401 I C01800/SAMGR: NF SA:65962,844_39334
08-30 16:46:01.997   844   943 E C057c2/IPCObjectProxy: PrintErrorDetailedInfo: failed, handle:0 error:7 desc:*.accessToken proxy:5418160 time:104458142928747
08-30 16:46:02.198   126  1401 I C01800/SAMGR: NF SA:65962,844_39335
08-30 16:46:02.379  6054  6054 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6054 2000 2000] failed
08-30 16:46:02.379  6054  6054 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6054 2000 2000] failed
08-30 16:46:02.379  6054  6054 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.382  6056  6056 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6056 2000 2000] failed
08-30 16:46:02.382  6057  6057 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6057 2000 2000] failed
08-30 16:46:02.382  6057  6057 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6057 2000 2000] failed
08-30 16:46:02.382  6057  6057 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.382  6056  6056 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6056 2000 2000] failed
08-30 16:46:02.383  6056  6056 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.383  6058  6058 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6058 2000 2000] failed
08-30 16:46:02.383  6058  6058 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6058 2000 2000] failed
08-30 16:46:02.383  6058  6058 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.388  6059  6059 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6059 2000 2000] failed
08-30 16:46:02.388  6060  6060 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6060 2000 2000] failed
08-30 16:46:02.388  6060  6060 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6060 2000 2000] failed
08-30 16:46:02.388  6059  6059 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6059 2000 2000] failed
08-30 16:46:02.388  6059  6059 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.388  6060  6060 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.399   126  1401 I C01800/SAMGR: NF SA:65962,844_39336
08-30 16:46:02.477   543   788 W C02943/ThermalHdi: Read node failed, title = gpu-thermal
08-30 16:46:02.514  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:46:02.516   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:46:02.516   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:46:02.517   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:46:02.517   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:46:02.517   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:46:02.517   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:46:02.517   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:46:02.517   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:46:02.518  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:46:02.570  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:46:02.570  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:46:02.599  6062  6062 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6062 2000 2000] failed
08-30 16:46:02.599  6062  6062 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6062 2000 2000] failed
08-30 16:46:02.599  6062  6062 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.600   126  1401 I C01800/SAMGR: NF SA:65962,844_39337
08-30 16:46:02.603  6064  6064 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6064 2000 2000] failed
08-30 16:46:02.603  6064  6064 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6064 2000 2000] failed
08-30 16:46:02.603  6064  6064 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:46:02.606  6065  6065 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6065 2000 2000] failed
